id,name,base_experience,height,weight,abilities,primary_type,secondary_type,move_1,move_2,move_3,move_4,move_5,hp,attack,defense,special-attack,special-defense,speed
819,skwovet,55,3,25,"cheek-pouch, gluttony",normal,,tackle,body-slam,take-down,double-edge,tail-whip,70,55,55,35,35,25
820,greedent,161,6,60,"cheek-pouch, gluttony",normal,,swords-dance,tackle,body-slam,take-down,double-edge,120,95,95,55,75,20
821,rookidee,49,2,18,"keen-eye, unnerve, big-pecks",flying,,fly,sand-attack,fury-attack,take-down,leer,38,47,35,33,35,57
822,corvisquire,128,8,160,"keen-eye, unnerve, big-pecks",flying,,fly,fury-attack,take-down,leer,peck,68,67,55,43,55,77
823,corviknight,248,22,750,"pressure, unnerve, mirror-armor",flying,steel,fly,sand-attack,fury-attack,body-slam,take-down,98,87,105,53,85,67
824,blipbug,36,4,80,"swarm, compound-eyes, telepathy",bug,,supersonic,recover,struggle-bug,sticky-web,infestation,25,20,20,25,45,45
825,dottler,117,4,195,"swarm, compound-eyes, telepathy",bug,psychic,solar-beam,confusion,psychic,light-screen,reflect,50,35,80,50,90,30
826,orbeetle,253,4,408,"swarm, frisk, telepathy",bug,psychic,psybeam,hyper-beam,solar-beam,confusion,psychic,60,45,110,80,120,90
827,nickit,49,6,89,"run-away, unburden, stakeout",dark,,tail-whip,dig,agility,quick-attack,screech,40,28,28,47,52,50
828,thievul,159,12,199,"run-away, unburden, stakeout",dark,,tail-whip,hyper-beam,dig,psychic,agility,70,58,58,87,92,90
829,gossifleur,50,4,22,"cotton-down, regenerator, effect-spore",grass,,sing,leech-seed,growth,razor-leaf,solar-beam,40,40,60,40,60,10
830,eldegoss,161,5,25,"cotton-down, regenerator, effect-spore",grass,,sing,hyper-beam,razor-leaf,solar-beam,light-screen,60,50,90,80,120,60
831,wooloo,122,6,60,"fluffy, run-away, bulletproof",normal,,stomp,double-kick,headbutt,tackle,take-down,42,40,55,40,45,48
832,dubwool,172,13,430,"fluffy, steadfast, bulletproof",normal,,swords-dance,double-kick,mega-kick,headbutt,tackle,72,80,100,60,90,88
833,chewtle,57,3,85,"strong-jaw, shell-armor, swift-swim",water,,headbutt,tackle,body-slam,take-down,bite,50,64,50,38,38,44
834,drednaw,170,10,1155,"strong-jaw, shell-armor, swift-swim",water,rock,swords-dance,headbutt,tackle,body-slam,take-down,90,115,90,48,68,74
835,yamper,54,3,135,"ball-fetch, rattled",electric,,sand-attack,tackle,double-edge,tail-whip,bite,59,45,50,40,50,26
836,boltund,172,10,340,"strong-jaw, competitive",electric,,tackle,tail-whip,bite,roar,hyper-beam,69,90,60,90,60,121
837,rolycoly,48,3,120,"steam-engine, heatproof, flash-fire",rock,,tackle,body-slam,take-down,dig,smokescreen,30,40,50,40,50,30
838,carkol,144,11,780,"steam-engine, flame-body, flash-fire",rock,fire,tackle,body-slam,take-down,flamethrower,fire-spin,80,60,90,60,70,50
839,coalossal,255,28,3105,"steam-engine, flame-body, flash-fire",rock,fire,mega-punch,fire-punch,mega-kick,tackle,body-slam,110,80,120,80,90,30
840,applin,52,2,5,"ripen, gluttony, bulletproof",grass,dragon,withdraw,defense-curl,rollout,attract,recycle,40,40,80,40,40,20
841,flapple,170,3,10,"ripen, gluttony, hustle",grass,dragon,wing-attack,fly,take-down,hyper-beam,leech-seed,70,110,80,95,60,70
842,appletun,170,4,130,"ripen, gluttony, thick-fat",grass,dragon,stomp,headbutt,body-slam,take-down,hyper-beam,110,85,80,100,80,30
843,silicobra,63,22,76,"sand-spit, shed-skin, sand-veil",ground,,slam,sand-attack,headbutt,body-slam,wrap,52,57,75,35,50,46
844,sandaconda,179,38,655,"sand-spit, shed-skin, sand-veil",ground,,slam,sand-attack,headbutt,body-slam,wrap,72,107,125,65,70,71
845,cramorant,166,8,180,gulp-missile,flying,water,fly,fury-attack,take-down,thrash,water-gun,70,85,55,85,95,85
846,arrokuda,56,5,10,"swift-swim, propeller-tail",water,,fury-attack,take-down,thrash,double-edge,bite,41,63,40,40,30,66
847,barraskewda,172,13,300,"swift-swim, propeller-tail",water,,fury-attack,take-down,double-edge,bite,hydro-pump,61,123,60,60,50,136
848,toxel,48,4,110,"rattled, static, klutz",electric,poison,growl,acid,rest,substitute,snore,40,38,35,54,35,40
849,toxtricity-amped,176,16,400,"punk-rock, plus, technician",electric,poison,mega-punch,fire-punch,thunder-punch,mega-kick,take-down,75,98,70,114,70,75
850,sizzlipede,61,7,10,"flash-fire, white-smoke, flame-body",fire,bug,slam,wrap,bite,ember,fire-spin,50,65,45,50,50,45
851,centiskorch,184,30,1200,"flash-fire, white-smoke, flame-body",fire,bug,slam,wrap,bite,ember,flamethrower,100,115,65,90,90,65
852,clobbopus,62,6,40,"limber, technician",fighting,,mega-punch,ice-punch,bind,body-slam,leer,50,68,60,50,50,32
853,grapploct,168,16,390,"limber, technician",fighting,,mega-punch,ice-punch,bind,body-slam,leer,80,118,90,70,80,42
854,sinistea-phony,62,1,2,"weak-armor, cursed-body",ghost,,psybeam,mega-drain,psychic,night-shade,confuse-ray,40,45,45,74,54,50
855,polteageist-phony,178,2,4,"weak-armor, cursed-body",ghost,,psybeam,hyper-beam,mega-drain,psychic,night-shade,60,65,65,134,114,70
856,hatenna,53,4,34,"healer, anticipation, magic-bounce",psychic,,psybeam,thunder-wave,confusion,psychic,light-screen,42,30,45,56,53,39
857,hattrem,130,6,48,"healer, anticipation, magic-bounce",psychic,,psybeam,thunder-wave,confusion,psychic,light-screen,57,40,65,86,73,49
858,hatterene,255,21,51,"healer, anticipation, magic-bounce",psychic,fairy,swords-dance,psybeam,hyper-beam,thunder-wave,confusion,57,90,95,136,103,29
859,impidimp,53,4,55,"prankster, frisk, pickpocket",dark,fairy,mega-punch,mega-kick,take-down,bite,low-kick,45,45,30,55,40,50
860,morgrem,130,8,125,"prankster, frisk, pickpocket",dark,fairy,mega-punch,mega-kick,take-down,bite,low-kick,65,60,45,75,55,70
861,grimmsnarl,255,15,610,"prankster, frisk, pickpocket",dark,fairy,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,95,120,65,95,75,60
862,obstagoon,260,16,460,"reckless, guts, defiant",dark,normal,mega-punch,fire-punch,ice-punch,thunder-punch,mega-kick,93,90,101,60,81,95
863,perrserker,154,8,280,"battle-armor, tough-claws, steely-spirit",steel,,pay-day,scratch,swords-dance,body-slam,take-down,70,110,100,50,60,50
864,cursola,179,10,4,"weak-armor, perish-body",ghost,,tackle,body-slam,pin-missile,disable,hydro-pump,60,95,50,145,130,30
865,sirfetchd,177,8,1170,"steadfast, scrappy",fighting,,swords-dance,slam,sand-attack,body-slam,leer,62,135,95,68,82,65
866,mr-rime,182,15,582,"tangled-feet, screen-cleaner, ice-body",ice,psychic,pound,mega-punch,ice-punch,double-kick,mega-kick,80,85,75,110,100,70
867,runerigus,169,16,666,wandering-spirit,ground,ghost,slam,disable,hyper-beam,earthquake,psychic,58,95,145,50,105,30
868,milcery,54,2,3,"sweet-veil, aroma-veil",fairy,,tackle,recover,acid-armor,rest,substitute,45,40,40,50,61,34
869,alcremie-vanilla-cream-strawberry-sweet,173,3,5,"sweet-veil, aroma-veil",fairy,,tackle,hyper-beam,solar-beam,psychic,recover,65,60,75,110,121,64
870,falinks,165,30,620,"battle-armor, defiant",fighting,,swords-dance,headbutt,tackle,body-slam,take-down,65,100,100,70,60,75
871,pincurchin,152,3,10,"lightning-rod, electric-surge",electric,,fury-attack,body-slam,take-down,pin-missile,water-gun,48,101,95,91,85,15
872,snom,37,3,38,"shield-dust, ice-scales",ice,bug,rest,substitute,snore,powder-snow,protect,30,25,35,45,30,20
873,frosmoth,166,13,420,"shield-dust, ice-scales",ice,bug,take-down,mist,ice-beam,blizzard,aurora-beam,70,65,60,125,90,65
874,stonjourner,165,25,5200,power-spot,rock,,stomp,mega-kick,body-slam,take-down,hyper-beam,100,125,135,20,20,70
875,eiscue-ice,165,14,890,ice-face,ice,,ice-punch,headbutt,tackle,body-slam,take-down,75,80,110,65,90,50
876,indeedee-male,166,9,280,"inner-focus, synchronize, psychic-surge",psychic,normal,pay-day,body-slam,take-down,psybeam,psychic,60,65,55,105,95,95
877,morpeko-full-belly,153,3,30,hunger-switch,electric,dark,thunder-punch,take-down,thrash,double-edge,tail-whip,58,95,58,70,58,97
878,cufant,66,12,1000,"sheer-force, heavy-metal",steel,,whirlwind,slam,stomp,mega-kick,tackle,72,80,49,40,49,40
879,copperajah,175,30,6500,"sheer-force, heavy-metal",steel,,stomp,mega-kick,tackle,body-slam,take-down,122,130,69,80,69,30
880,dracozolt,177,18,1900,"volt-absorb, hustle, sand-rush",electric,dragon,mega-punch,thunder-punch,slam,stomp,mega-kick,90,100,90,80,70,75
881,arctozolt,177,23,1500,"volt-absorb, static, slush-rush",electric,ice,mega-punch,thunder-punch,slam,mega-kick,body-slam,90,100,90,90,80,55
882,dracovish,177,23,2150,"water-absorb, strong-jaw, sand-rush",water,dragon,stomp,mega-kick,tackle,body-slam,bite,90,90,100,70,80,75
883,arctovish,177,20,1750,"water-absorb, ice-body, slush-rush",water,ice,body-slam,bite,water-gun,hydro-pump,surf,90,90,100,80,90,55
884,duraludon,187,18,400,"light-metal, heavy-metal, stalwart",steel,dragon,swords-dance,body-slam,take-down,double-edge,leer,70,95,115,120,50,85
885,dreepy,54,5,20,"clear-body, infiltrator, cursed-body",dragon,ghost,bite,disable,thunder-wave,quick-attack,double-team,28,60,30,40,30,82
886,drakloak,144,14,110,"clear-body, infiltrator, cursed-body",dragon,ghost,take-down,double-edge,bite,flamethrower,hydro-pump,68,80,50,60,50,102
887,dragapult,300,30,500,"clear-body, infiltrator, cursed-body",dragon,ghost,fly,body-slam,take-down,double-edge,bite,88,120,75,100,75,142
888,zacian,335,28,1100,intrepid-sword,fairy,,swords-dance,body-slam,take-down,bite,hyper-beam,92,120,115,80,115,138
889,zamazenta,335,29,2100,dauntless-shield,fighting,,body-slam,take-down,bite,roar,hyper-beam,92,120,115,80,115,138
890,eternatus,345,200,9500,pressure,poison,dragon,fly,body-slam,take-down,flamethrower,hyper-beam,140,85,95,145,95,130
891,kubfu,77,6,120,inner-focus,fighting,,mega-punch,fire-punch,ice-punch,thunder-punch,swords-dance,60,90,60,53,50,72
892,urshifu-single-strike,275,19,1050,unseen-fist,fighting,dark,mega-punch,fire-punch,ice-punch,thunder-punch,swords-dance,100,130,100,63,60,97
893,zarude,300,18,700,leaf-guard,dark,grass,mega-punch,scratch,swords-dance,bind,vine-whip,105,120,105,70,95,105
894,regieleki,290,12,1450,transistor,electric,,body-slam,take-down,thrash,hyper-beam,thunder-shock,80,100,50,100,50,200
895,regidrago,290,21,2000,dragons-maw,dragon,,vice-grip,body-slam,take-down,thrash,bite,200,100,50,100,50,80
896,glastrier,290,22,8000,chilling-neigh,ice,,swords-dance,stomp,double-kick,tackle,body-slam,100,145,130,65,110,30
897,spectrier,290,20,445,grim-neigh,ghost,,stomp,double-kick,tackle,body-slam,take-down,100,65,60,145,80,130
898,calyrex,250,11,77,unnerve,psychic,grass,pound,pay-day,take-down,psybeam,hyper-beam,100,80,80,80,80,80
899,wyrdeer,263,18,951,"intimidate, frisk, sap-sipper",normal,psychic,stomp,sand-attack,tackle,body-slam,take-down,103,105,72,105,75,65
900,kleavor,175,18,890,"swarm, sheer-force, sharpness",bug,rock,swords-dance,take-down,double-edge,leer,hyper-beam,70,135,95,45,70,85
901,ursaluna,275,24,2900,"guts, bulletproof, unnerve",ground,normal,fire-punch,ice-punch,thunder-punch,scratch,swords-dance,130,140,105,45,80,50
902,basculegion-male,265,30,1100,"swift-swim, adaptability, mold-breaker",water,ghost,headbutt,tackle,take-down,thrash,double-edge,120,112,65,80,75,78
903,sneasler,102,13,430,"pressure, unburden, poison-touch",fighting,poison,fire-punch,scratch,swords-dance,take-down,leer,80,130,60,40,80,120
904,overqwil,179,25,605,"poison-point, swift-swim, intimidate",dark,poison,swords-dance,tackle,take-down,double-edge,poison-sting,85,115,95,65,65,85
905,enamorus-incarnate,116,16,480,"cute-charm, contrary",fairy,flying,fly,tackle,body-slam,take-down,bite,74,115,70,135,80,106
906,sprigatito,62,4,41,"overgrow, protean",grass,,scratch,take-down,tail-whip,bite,leech-seed,40,61,54,45,45,65
907,floragato,144,9,122,"overgrow, protean",grass,,thunder-punch,scratch,take-down,tail-whip,bite,61,80,63,60,63,83
908,meowscarada,265,15,312,"overgrow, protean",grass,dark,thunder-punch,scratch,take-down,tail-whip,bite,76,110,70,81,70,123
909,fuecoco,62,4,98,"blaze, unaware",fire,,tackle,body-slam,take-down,leer,bite,67,45,59,63,40,36
910,crocalor,144,10,307,"blaze, unaware",fire,,tackle,body-slam,take-down,leer,bite,81,55,78,90,58,49
911,skeledirge,265,16,3265,"blaze, unaware",fire,ghost,tackle,body-slam,take-down,leer,bite,104,75,100,110,75,66
912,quaxly,62,5,61,"torrent, moxie",water,,pound,wing-attack,take-down,growl,water-gun,55,65,45,50,45,50
913,quaxwell,144,12,215,"torrent, moxie",water,,pound,wing-attack,take-down,growl,water-gun,70,85,65,65,60,65
914,quaquaval,265,18,619,"torrent, moxie",water,fighting,pound,swords-dance,wing-attack,mega-kick,take-down,85,120,80,85,75,85
915,lechonk,51,5,102,"aroma-veil, gluttony, thick-fat",normal,,headbutt,tackle,body-slam,take-down,double-edge,54,45,40,35,45,35
916,oinkologne-male,171,10,1200,"lingering-aroma, gluttony, thick-fat",normal,,headbutt,tackle,body-slam,take-down,double-edge,110,100,75,59,80,65
917,tarountula,42,3,40,"insomnia, stakeout",bug,,headbutt,tackle,body-slam,take-down,counter,35,41,45,29,40,20
918,spidops,141,10,165,"insomnia, stakeout",bug,,headbutt,tackle,body-slam,take-down,low-kick,60,79,92,52,86,35
919,nymble,42,2,10,"swarm, tinted-lens",bug,,double-kick,tackle,take-down,leer,counter,33,46,40,21,25,45
920,lokix,158,10,175,"swarm, tinted-lens",bug,dark,swords-dance,double-kick,tackle,take-down,double-edge,71,102,78,52,55,92
921,pawmi,48,3,25,"static, natural-cure, iron-fist",electric,,scratch,slam,take-down,bite,growl,45,50,20,40,25,60
922,pawmo,123,4,65,"volt-absorb, natural-cure, iron-fist",electric,fighting,thunder-punch,scratch,slam,take-down,bite,60,75,40,50,40,85
923,pawmot,245,9,410,"volt-absorb, natural-cure, iron-fist",electric,fighting,fire-punch,ice-punch,thunder-punch,scratch,slam,70,115,70,70,60,105
924,tandemaus,61,3,18,"run-away, pickup, own-tempo",normal,,pound,take-down,double-edge,bite,low-kick,50,50,45,40,45,75
925,maushold-family-of-four,165,3,23,"friend-guard, cheek-pouch, technician",normal,,pound,take-down,double-edge,hyper-beam,low-kick,74,75,70,65,75,111
926,fidough,62,3,109,"own-tempo, klutz",fairy,,tackle,body-slam,take-down,double-edge,tail-whip,37,55,70,30,55,65
927,dachsbun,167,5,149,"well-baked-body, aroma-veil",fairy,,tackle,body-slam,take-down,double-edge,tail-whip,57,80,115,50,80,95
928,smoliv,52,3,65,"early-bird, harvest",grass,normal,tackle,absorb,mega-drain,leech-seed,growth,41,35,45,58,51,30
929,dolliv,124,6,119,"early-bird, harvest",grass,normal,tackle,absorb,mega-drain,leech-seed,growth,52,53,60,78,78,33
930,arboliva,255,14,482,"seed-sower, harvest",grass,normal,tackle,hyper-beam,absorb,mega-drain,leech-seed,78,69,90,125,109,39
931,squawkabilly-green-plumage,146,6,24,"intimidate, hustle, guts",normal,flying,fly,fury-attack,take-down,double-edge,growl,82,96,51,45,51,92
932,nacli,56,4,160,"purifying-salt, sturdy, clear-body",rock,,headbutt,tackle,body-slam,take-down,rock-throw,55,55,75,35,35,25
933,naclstack,124,6,1050,"purifying-salt, sturdy, clear-body",rock,,headbutt,tackle,body-slam,take-down,double-edge,60,60,100,35,65,35
934,garganacl,250,23,2400,"purifying-salt, sturdy, clear-body",rock,,fire-punch,ice-punch,thunder-punch,headbutt,tackle,100,100,130,45,90,35
935,charcadet,51,6,105,"flash-fire, flame-body",fire,,take-down,leer,disable,ember,flamethrower,40,50,40,50,40,35
936,armarouge,263,15,850,"flash-fire, weak-armor",fire,psychic,take-down,leer,ember,flamethrower,psybeam,85,60,100,125,80,75
937,ceruledge,263,16,620,"flash-fire, weak-armor",fire,ghost,swords-dance,take-down,leer,ember,flamethrower,75,125,80,60,100,85
938,tadbulb,54,3,4,"own-tempo, static, damp",electric,,tackle,water-gun,thunder-shock,thunderbolt,thunder-wave,61,31,41,59,35,45
939,bellibolt,173,12,1130,"electromorphosis, static, damp",electric,,tackle,water-gun,hyper-beam,thunder-shock,thunderbolt,109,64,91,103,83,45
940,wattrel,56,4,36,"wind-power, volt-absorb, competitive",electric,flying,fly,take-down,growl,peck,thunder-shock,40,40,35,55,40,70
941,kilowattrel,172,14,386,"wind-power, volt-absorb, competitive",electric,flying,fly,take-down,growl,hyper-beam,peck,70,70,60,105,60,125
942,maschiff,68,5,160,"intimidate, run-away, stakeout",dark,,headbutt,tackle,body-slam,take-down,double-edge,60,78,60,40,51,51
943,mabosstiff,177,11,610,"intimidate, guard-dog, stakeout",dark,,headbutt,tackle,body-slam,take-down,double-edge,80,120,90,60,70,85
944,shroodle,58,2,7,"unburden, pickpocket, prankster",poison,normal,scratch,swords-dance,take-down,double-edge,leer,40,65,35,40,35,75
945,grafaiai,170,7,272,"unburden, poison-touch, prankster",poison,normal,scratch,swords-dance,take-down,double-edge,leer,63,95,65,80,72,110
946,bramblin,55,6,6,"wind-rider, infiltrator",grass,ghost,disable,absorb,mega-drain,leech-seed,solar-beam,40,65,30,45,35,60
947,brambleghast,168,12,60,"wind-rider, infiltrator",grass,ghost,disable,hyper-beam,absorb,mega-drain,leech-seed,55,115,70,80,70,90
948,toedscool,67,9,330,"mycelium-might, mycelium-might",ground,grass,tackle,wrap,supersonic,absorb,mega-drain,40,40,35,50,100,70
949,toedscruel,180,19,580,"mycelium-might, mycelium-might",ground,grass,tackle,wrap,supersonic,hyper-beam,absorb,80,70,65,80,120,100
950,klawf,158,13,790,"anger-shell, shell-armor, regenerator",rock,,guillotine,swords-dance,body-slam,take-down,hyper-beam,70,100,115,35,55,75
951,capsakid,61,3,30,"chlorophyll, insomnia, klutz",grass,,headbutt,take-down,leer,bite,leech-seed,50,62,40,62,40,50
952,scovillain,170,9,150,"chlorophyll, insomnia, moody",grass,fire,headbutt,take-down,leer,bite,flamethrower,65,108,65,108,65,75
953,rellor,54,2,10,"compound-eyes, shed-skin",bug,,sand-attack,tackle,take-down,dig,recover,41,50,60,31,58,30
954,rabsca,165,3,35,"synchronize, telepathy",bug,psychic,sand-attack,tackle,take-down,psybeam,hyper-beam,75,50,85,115,100,45
955,flittle,51,2,15,"anticipation, frisk, speed-boost",psychic,,take-down,growl,psybeam,peck,confusion,30,35,30,55,30,75
956,espathra,168,19,900,"opportunist, frisk, speed-boost",psychic,,body-slam,take-down,double-edge,growl,psybeam,95,60,60,101,60,105
957,tinkatink,59,4,89,"mold-breaker, own-tempo, pickpocket",fairy,steel,swords-dance,slam,thunder-wave,light-screen,reflect,50,45,45,35,64,58
958,tinkatuff,133,7,591,"mold-breaker, own-tempo, pickpocket",fairy,steel,swords-dance,slam,thunder-wave,light-screen,reflect,65,55,55,45,82,78
959,tinkaton,253,7,1128,"mold-breaker, own-tempo, pickpocket",fairy,steel,swords-dance,slam,thunder-wave,light-screen,reflect,85,75,77,70,105,94
960,wiglett,49,12,18,"gooey, rattled, sand-veil",water,,slam,sand-attack,headbutt,wrap,take-down,10,55,25,35,25,95
961,wugtrio,149,12,54,"gooey, rattled, sand-veil",water,,slam,sand-attack,headbutt,wrap,take-down,35,100,50,50,70,120
962,bombirdier,243,15,429,"big-pecks, keen-eye, rocky-payload",flying,dark,wing-attack,whirlwind,fly,take-down,leer,70,103,85,60,85,82
963,finizen,63,13,602,"water-veil, water-veil",water,,body-slam,take-down,supersonic,mist,water-gun,70,45,40,45,40,75
964,palafin-zero,160,13,602,"zero-to-hero, zero-to-hero",water,,ice-punch,body-slam,take-down,supersonic,mist,100,70,72,53,62,100
965,varoom,60,10,350,"overcoat, slow-start",steel,poison,headbutt,body-slam,take-down,double-edge,toxic,45,70,63,30,45,47
966,revavroom,175,18,1200,"overcoat, filter",steel,poison,headbutt,body-slam,take-down,double-edge,hyper-beam,80,119,90,54,67,90
967,cyclizar,175,16,630,"shed-skin, regenerator",dragon,normal,tackle,body-slam,take-down,double-edge,bite,70,95,65,85,65,121
968,orthworm,240,25,3100,"earth-eater, sand-veil",steel,,tackle,body-slam,wrap,take-down,double-edge,70,85,145,60,55,65
969,glimmet,70,7,80,"toxic-debris, corrosion",rock,poison,rock-throw,toxic,harden,confuse-ray,light-screen,48,35,42,105,60,60
970,glimmora,184,15,450,"toxic-debris, corrosion",rock,poison,hyper-beam,solar-beam,rock-throw,toxic,harden,83,55,90,130,81,86
971,greavard,58,6,350,"pickup, fluffy",ghost,,headbutt,tackle,take-down,double-edge,tail-whip,50,61,60,30,55,34
972,houndstone,171,20,150,"sand-rush, fluffy",ghost,,headbutt,tackle,take-down,double-edge,tail-whip,72,101,100,50,97,68
973,flamigo,175,16,370,"scrappy, tangled-feet, costar",flying,fighting,swords-dance,wing-attack,fly,double-kick,mega-kick,82,115,74,75,64,90
974,cetoddle,67,12,450,"thick-fat, snow-cloak, sheer-force",ice,,tackle,body-slam,take-down,double-edge,growl,108,68,45,30,40,43
975,cetitan,182,45,7000,"thick-fat, slush-rush, sheer-force",ice,,ice-punch,tackle,body-slam,take-down,double-edge,170,113,65,45,55,73
976,veluza,167,25,900,"mold-breaker, sharpness",water,psychic,tackle,body-slam,take-down,thrash,double-edge,90,102,73,78,65,70
977,dondozo,265,120,2200,"unaware, oblivious, water-veil",water,,tackle,body-slam,take-down,thrash,double-edge,150,100,115,65,65,35
978,tatsugiri-curly,166,3,80,"commander, storm-drain",dragon,water,take-down,water-gun,hydro-pump,surf,hyper-beam,68,50,60,120,95,82
979,annihilape,268,12,560,"vital-spirit, inner-focus, defiant",fighting,ghost,fire-punch,ice-punch,thunder-punch,scratch,body-slam,110,115,80,50,90,90
980,clodsire,151,18,2230,"poison-point, water-absorb, unaware",poison,ground,slam,body-slam,take-down,double-edge,tail-whip,130,75,60,45,100,20
981,farigiraf,260,32,1600,"cud-chew, armor-tail, sap-sipper",normal,psychic,stomp,tackle,body-slam,take-down,double-edge,120,90,70,110,70,60
982,dudunsparce-two-segment,182,36,392,"serene-grace, run-away, rattled",normal,,body-slam,take-down,double-edge,flamethrower,ice-beam,125,100,80,85,75,55
983,kingambit,275,20,1200,"defiant, supreme-overlord, pressure",dark,steel,scratch,guillotine,swords-dance,take-down,leer,100,135,120,60,85,50
984,great-tusk,285,22,3200,protosynthesis,ground,fighting,horn-attack,body-slam,take-down,double-edge,roar,115,131,131,53,53,87
985,scream-tail,285,12,80,protosynthesis,fairy,psychic,pound,fire-punch,ice-punch,thunder-punch,body-slam,115,65,99,65,115,111
986,brute-bonnet,285,12,210,protosynthesis,grass,dark,body-slam,thrash,double-edge,hyper-beam,absorb,111,127,99,79,99,55
987,flutter-mane,285,14,40,protosynthesis,ghost,fairy,psybeam,hyper-beam,thunderbolt,thunder-wave,thunder,55,55,55,135,135,135
988,slither-wing,285,32,920,protosynthesis,bug,fighting,gust,whirlwind,stomp,body-slam,take-down,85,135,79,85,105,81
989,sandy-shocks,285,23,600,protosynthesis,electric,ground,body-slam,take-down,supersonic,hyper-beam,thunder-shock,85,81,97,121,85,101
990,iron-treads,285,9,2400,quark-drive,ground,steel,horn-attack,body-slam,take-down,double-edge,hyper-beam,90,112,120,72,70,106
991,iron-bundle,285,6,110,quark-drive,ice,water,ice-punch,body-slam,take-down,hydro-pump,ice-beam,56,80,114,124,60,136
992,iron-hands,285,18,3807,quark-drive,fighting,electric,fire-punch,ice-punch,thunder-punch,swords-dance,whirlwind,154,140,108,50,68,50
993,iron-jugulis,285,13,1110,quark-drive,dark,flying,fly,body-slam,take-down,double-edge,roar,94,80,86,122,80,108
994,iron-moth,285,12,360,quark-drive,fire,poison,gust,whirlwind,take-down,ember,flamethrower,80,70,60,140,110,110
995,iron-thorns,285,16,3030,quark-drive,rock,electric,fire-punch,ice-punch,thunder-punch,swords-dance,body-slam,100,134,110,70,84,72
996,frigibax,64,5,170,"thermal-exchange, ice-body",dragon,ice,swords-dance,tackle,body-slam,take-down,leer,65,75,45,35,45,55
997,arctibax,148,8,300,"thermal-exchange, ice-body",dragon,ice,swords-dance,tackle,body-slam,take-down,leer,90,95,66,45,65,62
998,baxcalibur,300,21,2100,"thermal-exchange, ice-body",dragon,ice,swords-dance,tackle,body-slam,take-down,double-edge,115,145,92,75,86,87
999,gimmighoul-chest,60,3,50,rattled,ghost,,tackle,take-down,night-shade,confuse-ray,light-screen,45,30,70,75,70,10
1000,gholdengo,275,12,300,good-as-gold,steel,ghost,thunder-punch,tackle,take-down,hyper-beam,low-kick,87,60,95,133,91,84
1001,wo-chien,285,15,742,tablets-of-ruin,dark,grass,body-slam,take-down,hyper-beam,absorb,mega-drain,85,85,100,95,135,70
1002,chien-pao,285,19,1522,sword-of-ruin,dark,ice,swords-dance,take-down,mist,blizzard,hyper-beam,80,120,80,90,65,135
1003,ting-lu,285,27,6997,vessel-of-ruin,dark,ground,whirlwind,stomp,body-slam,take-down,thrash,155,110,125,55,80,45
1004,chi-yu,285,4,49,beads-of-ruin,dark,fire,take-down,ember,flamethrower,hyper-beam,fire-spin,55,80,80,135,120,100
1005,roaring-moon,295,20,3800,protosynthesis,dragon,dark,fly,headbutt,body-slam,take-down,double-edge,105,139,71,55,101,119
1006,iron-valiant,295,14,350,quark-drive,fairy,fighting,fire-punch,ice-punch,thunder-punch,swords-dance,disable,74,130,90,120,60,116
1007,koraidon-apex-build,335,25,3030,orichalcum-pulse,fighting,dragon,swords-dance,body-slam,take-down,double-edge,roar,100,135,115,85,100,135
1008,miraidon-ultimate-mode,335,35,2400,hadron-engine,electric,dragon,swords-dance,body-slam,take-down,hyper-beam,solar-beam,100,85,100,135,115,135
1009,walking-wake,295,35,2800,protosynthesis,water,dragon,body-slam,take-down,double-edge,leer,bite,99,83,91,125,83,109
1010,iron-leaves,295,15,1250,quark-drive,grass,psychic,swords-dance,take-down,double-edge,leer,hyper-beam,90,130,88,70,108,104
1011,dipplin,170,4,97,"supersweet-syrup, gluttony, sticky-hold",grass,dragon,body-slam,take-down,hyper-beam,growth,solar-beam,80,80,110,95,80,40
1012,poltchageist-counterfeit,62,1,11,"hospitality, heatproof",grass,ghost,absorb,mega-drain,solar-beam,stun-spore,night-shade,40,45,45,74,54,50
1013,sinistcha-unremarkable,178,2,22,"hospitality, heatproof",grass,ghost,hyper-beam,absorb,mega-drain,solar-beam,stun-spore,71,60,106,121,80,70
1014,okidogi,278,18,922,"toxic-chain, guard-dog",poison,fighting,fire-punch,ice-punch,thunder-punch,body-slam,take-down,88,128,115,58,86,80
1015,munkidori,278,10,122,"toxic-chain, frisk",poison,psychic,scratch,psybeam,hyper-beam,toxic,confusion,88,75,66,130,90,106
1016,fezandipiti,278,14,301,"toxic-chain, technician",poison,fairy,swords-dance,wing-attack,fly,double-kick,take-down,88,91,82,70,125,99
1017,ogerpon,275,12,398,defiant,grass,,swords-dance,slam,vine-whip,double-kick,take-down,80,120,84,60,96,110
1018,archaludon,300,20,600,"stamina, sturdy, stalwart",steel,dragon,swords-dance,body-slam,take-down,double-edge,leer,90,105,130,125,65,85
1019,hydrapple,270,18,930,"supersweet-syrup, regenerator, sticky-hold",grass,dragon,body-slam,take-down,double-edge,hydro-pump,hyper-beam,106,80,110,120,80,44
1020,gouging-fire,295,35,5900,protosynthesis,fire,dragon,stomp,double-kick,body-slam,take-down,double-edge,105,115,121,65,93,91
